Recency,Frequency,Monetary,InterpurchaseTime,ImpulseScore,Cluster_K4,Cluster_K5,PCA1,PCA2
293,0.6931471805599453,3.7612001156935624,0.0,0.0,3,3,-3.0114076402680943,-5.276058006517022
31,0.6931471805599453,5.242487481587366,0.0,1.0,0,0,-1.1847803889236068,0.5567785510406417
42,1.0986122886681098,5.923720895021463,1.1298648321722142,0.9523809523809523,1,1,-0.11217410159386744,-0.21157372405306482
205,1.0986122886681098,5.382198850528739,3.506557897319982,0.6666666666666666,1,1,-0.13494199638841925,-3.378275522059301
10,2.833213344056216,8.028102966462509,1.3803946389927024,0.8352941176470589,2,2,2.6091435462103525,-0.4122590297436419
265,0.6931471805599453,4.939354092091292,0.0,1.0,0,4,-2.4128034572811448,0.34100370748142683
18,1.0986122886681098,6.235547334435847,1.1534205251631047,0.9859154929577465,1,1,0.1495306239326864,0.03324912398939057
12,1.791759469228055,7.932049829907519,0.7333132222852801,0.9836065573770492,2,2,1.383215394047283,0.6711436983420179
40,1.791759469228055,7.452791006816623,1.2297734502706692,0.9659090909090909,2,2,1.2358945030171427,0.16428070457252447
23,2.1972245773362196,8.031398334442155,1.3692581739673229,0.9324324324324325,2,2,1.9892792360659726,0.06024114674567595
3,1.791759469228055,7.416558859796489,0.9249487946172696,0.8260869565217391,2,2,1.2779153281532725,-0.3861701269301442
5,1.791759469228055,7.817879034084852,2.124336861587727,0.9183673469387755,1,1,1.9321181563761882,-0.5270308926533093
149,1.0986122886681098,5.898937989430242,2.4526457875697787,0.9523809523809523,1,1,-0.08526999200042767,-1.0763608363433392
139,1.6094379124341003,8.008748065349305,0.9925527167077854,0.9716981132075472,2,2,0.7756716862149795,0.37110844445998226
128,0.6931471805599453,6.38856140554563,0.0,1.0,0,0,-1.1112842145912536,0.7256573010135731
8,1.9459101490553132,7.197577559553778,1.4457177815906914,0.8979591836734694,2,2,1.4935019714220628,-0.34812761128110914
17,0.6931471805599453,5.1073384426629,0.0,1.0,0,0,-1.1815250448327101,0.5385516909195381
9,3.6375861597263857,9.716440246960428,0.3994199839097006,0.9777468706536857,2,2,3.6741713566941185,1.3393381494995749
161,0.6931471805599453,6.007288682454868,0.0,1.0,0,0,-1.4395359264376586,0.6264641078676972
64,0.6931471805599453,5.181614996761894,0.0,1.0,0,0,-1.3662647777858297,0.5226675026128904
88,1.6094379124341003,6.661931463944707,2.2512917986064953,0.8928571428571429,1,1,0.9120698525921929,-1.0424234087553232
5,1.0986122886681098,6.5439837854231016,0.9520088144762343,0.9772727272727273,1,1,0.2702858322990531,0.178321764889318
35,1.791759469228055,7.6153673369526045,1.594695630696897,0.9512195121951219,2,2,1.4826383369513467,-0.09585878677486133
312,0.6931471805599453,4.777862193806203,0.0,1.0,0,4,-2.705542812169265,0.2772284295142148
78,1.0986122886681098,6.032606490439157,1.5841201044498106,0.9583333333333334,1,1,-0.046117039557902514,-0.4523118612703886
30,2.1972245773362196,7.627651492834634,3.114995694380809,0.6,1,1,2.503261222836037,-2.849588734584089
24,1.3862943611198906,6.411046212773516,1.2431935174792172,0.9809523809523809,1,1,0.4872666047760163,0.005969273976390415
2,2.0794415416798357,7.678650228164007,1.239279618158081,0.9609375,2,2,1.7689577142709108,0.2240714097081241
17,1.6094379124341003,6.970636177021338,0.6849166814234299,0.9672131147540983,1,2,0.7435897388612175,0.40015001923552224
15,1.6094379124341003,7.316727563085719,1.1343795125267409,0.9747899159663865,1,2,1.0931188340831157,0.24420114920281039
26,0.6931471805599453,4.7461487792476635,0.0,1.0,0,0,-1.38886795307959,0.45925331443212586
64,2.1972245773362196,8.68651731297954,2.1583847440199553,0.8571428571428571,2,2,2.4238470430178904,-0.7080387025792878
55,1.0986122886681098,6.818421206622862,0.2902298445305796,0.9897959183673469,0,0,-0.10592743808230702,0.6630874902853283
131,1.3862943611198906,6.529272842203859,1.4260346897694047,0.972972972972973,1,1,0.1180850335530731,-0.19238286088770243
36,1.0986122886681098,6.406071078133402,2.4849066497880004,0.9655172413793104,1,1,0.685140865627146,-0.8477312820511951
288,0.6931471805599453,6.139776787799188,0.0,1.0,0,4,-1.9699745961617245,0.569686320958795
144,1.9459101490553132,7.296406489089922,1.2237754316221157,0.9578947368421052,1,2,0.8114922952844834,0.035961839556555845
16,2.0794415416798357,7.63334544803145,1.146712083462521,0.9478260869565217,2,2,1.6464476762965554,0.1906059861513215
31,2.1972245773362196,8.335244365149629,0.7070685190785533,0.9813084112149533,2,2,1.8192661982491407,0.7737278521636786
2,1.3862943611198906,7.438383530044307,0.6931471805599453,0.9047619047619048,1,2,0.8427000248047659,0.14900752370923986
9,1.9459101490553132,6.970795803683085,1.8156649900816095,0.9193548387096774,1,1,1.533423891080301,-0.5009171390865901
6,1.6094379124341003,7.236188143419333,0.653926467406664,0.9743589743589743,2,2,0.9033579318908302,0.5181268927472553
10,0.6931471805599453,5.723094785688574,0.0,1.0,0,0,-0.8668806224164887,0.6682416472846098
1,2.4849066497880004,8.46761631787212,0.9039240762369432,0.9441340782122905,2,2,2.3505251459294607,0.5248901356316584
306,0.6931471805599453,4.691989877940651,0.0,1.0,0,4,-2.7169514546655757,0.2637392365551692
10,2.1972245773362196,8.298673931566155,0.8669941103629277,0.9746835443037974,2,2,1.965571312912729,0.6492129740153503
7,1.0986122886681098,5.588708266810736,2.087740344494531,0.9333333333333333,1,1,0.2869848809465245,-0.9301621280917414
8,2.1972245773362196,7.527056760684021,1.559263812343565,0.9468085106382979,2,2,1.9040785200249497,-0.06864195676877761
89,0.6931471805599453,6.65016261231351,0.0,1.0,0,0,-0.8099237122860091,0.8044957493286862
10,0.6931471805599453,5.0825217528963655,0.0,1.0,0,0,-1.1603110821058695,0.5381235579584982
358,1.0986122886681098,7.172040773627522,0.5947071077466928,0.9375,0,4,-1.2270944098640713,0.07331121220081124
112,0.6931471805599453,4.919615895709087,0.0,1.0,0,0,-1.7096985168899006,0.4378174589275645
7,1.6094379124341003,6.116421786512366,1.1314021114911006,0.9933333333333333,1,1,0.5779940073311447,0.10681378379315051
4,4.465908118654584,9.24460555752905,0.7502123760358087,0.8489932885906041,2,2,4.34828837400062,0.40846540818710586
198,0.6931471805599453,4.982235819574558,0.0,1.0,0,4,-2.0813054028580917,0.39386547462988325
212,0.6931471805599453,6.60610949951297,0.0,1.0,0,4,-1.4026132820994441,0.7144934598452929
156,0.6931471805599453,3.6948615257914836,0.0,1.0,0,4,-2.475528117714649,0.16004110687192796
177,2.0794415416798357,7.270090175129077,3.0338840395183673,0.3333333333333333,3,3,1.539659208937159,-4.40851288718591
30,1.0986122886681098,5.922168058105325,1.8595820655668163,0.9473684210526315,1,1,0.23917559982693046,-0.6662338911965384
243,0.6931471805599453,5.970087681348397,0.0,1.0,0,4,-1.8382500680693752,0.5648716331989194
19,0.6931471805599453,4.590056548178043,0.0,1.0,0,0,-1.4277880273143588,0.43215949038641377
1,1.0986122886681098,7.076130029643467,0.31471074483970024,0.9863013698630136,1,0,0.27364314324695466,0.7176849619218014
74,1.0986122886681098,6.233920409454565,1.7525387560747736,0.9615384615384616,1,1,0.13277095803588826,-0.49209399937869197
292,0.6931471805599453,6.284730997853663,0.0,1.0,0,4,-1.922192913210287,0.5964946290794954
3,2.70805020110221,8.46225325610849,1.965422963278895,0.8103448275862069,2,2,2.9714426891482337,-0.8114466083875209
31,1.3862943611198906,6.017375928892483,3.181520038324432,0.8333333333333334,1,1,1.070748754614041,-2.0262533944080077
23,1.0986122886681098,6.22408306878471,1.377926111449374,0.9666666666666667,1,1,0.21340190823572674,-0.20948677978538352
23,1.6094379124341003,6.030108170700187,2.445685936634719,0.8846153846153846,1,1,1.0045948494659422,-1.2880869090943914
4,1.3862943611198906,6.882868147474188,1.683307761000556,0.9666666666666667,1,1,0.9759425869482584,-0.2241684940026432
85,0.6931471805599453,5.358094570583897,0.0,1.0,0,0,-1.3831695058280489,0.5446769141077277
22,1.6094379124341003,7.113052528147638,1.8003432129194465,0.9482758620689655,1,1,1.2391327392376317,-0.34123033062409436
196,1.3862943611198906,6.124420774356607,1.0216512475319812,0.9259259259259259,1,4,-0.530502753645751,-0.3283148003639929
107,1.3862943611198906,6.283854271159006,2.2582848340974655,0.9333333333333333,1,1,0.4576229730519429,-0.9354247698402925
4,2.6390573296152584,9.074257154786515,0.6687557274357862,0.963855421686747,2,2,2.6508627535731653,0.9034984578111233
318,0.6931471805599453,4.803611124661929,0.0,1.0,0,4,-2.7216751862290436,0.2785049010803595
106,1.3862943611198906,5.010968571886377,3.1179499062782403,0.6,1,1,0.2515355825617848,-3.492678381689193
12,2.9444389791664403,8.640633085723934,0.6090640633494039,0.9602977667493796,2,2,2.6548581968414955,0.8491854734297785
174,1.0986122886681098,6.243584206658709,1.355835153635182,0.96,1,1,-0.48898279022132884,-0.32757870555388235
56,0.6931471805599453,4.413646418429337,0.0,1.0,0,0,-1.6808155265563103,0.3719436539613921
323,0.6931471805599453,5.440120702122399,0.0,1.0,0,4,-2.4533788555215477,0.4045027169518235
372,0.6931471805599453,3.942552210462969,0.0,1.0,0,4,-3.367450533289706,0.06801540243614801
9,2.1972245773362196,7.4162822628986245,1.4334598295623207,0.9318181818181818,2,2,1.7987467744510535,-0.09707841820596685
1,2.6390573296152584,8.478855608188903,0.9819753849423488,0.9495412844036697,2,2,2.5200982987246667,0.5209353842427454
11,2.3978952727983707,8.151125703889235,1.2447947988461912,0.9166666666666666,2,2,2.223996632635094,0.09701620310992344
53,1.791759469228055,8.023644131315471,0.7490276389544019,0.9827586206896551,2,2,1.2407674282763594,0.6488106568482207
73,1.3862943611198906,6.673158893621945,0.7252354951114459,0.9782608695652174,1,1,0.16945782477751922,0.32153903959371666
7,0.6931471805599453,5.3230099791384085,0.0,0.0,3,3,-0.9647796859753929,-4.770344496546201
16,3.367295829986474,8.892707553816384,0.46424308663931463,0.9606126914660832,2,2,3.0582663828632666,1.0169917123641004
4,2.302585092994046,7.846777677658352,1.3139736995402644,0.9457364341085271,2,2,2.0607997964065814,0.14730559367000615
64,1.0986122886681098,6.537995095494749,0.9808292530117263,0.9743589743589743,1,1,0.004816671971133868,0.10541429614146246
1,1.6094379124341003,6.515127419675465,2.1465808445174646,0.9166666666666666,1,1,1.2056156607459283,-0.824834090893291
23,1.0986122886681098,6.49574882283055,0.4054651081081644,0.9772727272727273,1,0,-0.057175958207828226,0.48275993003486967
31,1.3862943611198906,7.129698109719828,3.6018680771243066,0.7777777777777778,1,1,1.7546639350277982,-2.348851008737427
11,1.0986122886681098,6.685211547739895,1.533129719370776,0.9897959183673469,1,1,0.5417604014185274,-0.07655754011306737
52,1.0986122886681098,6.918873244715984,0.3958956570920137,0.9857142857142858,1,0,-0.0028177898582677665,0.6005483830885101
357,0.6931471805599453,5.255148871146658,0.0,1.0,0,4,-2.6963645984898275,0.3445246863639639
55,1.0986122886681098,6.467341519456512,2.2744142160273495,0.9722222222222222,1,1,0.5389523300179628,-0.6862809303125913
74,1.0986122886681098,6.827499215216475,2.0984897366505306,0.9615384615384616,1,1,0.5449330688466477,-0.5779348202863396
138,1.3862943611198906,6.782271417936915,1.2497188261141399,0.9574468085106383,1,1,0.1310205911057577,-0.12361438238248727
80,1.3862943611198906,6.812851016782114,2.167994939021281,0.9259259259259259,1,1,0.7895388451008719,-0.7960052329072186
9,1.0986122886681098,6.519132538569087,0.4519851237430572,0.9761904761904762,1,0,0.037637108092682996,0.46317899210122326
273,0.6931471805599453,6.248854923817375,0.0,1.0,0,4,-1.850190348849273,0.6017277255326356
291,0.6931471805599453,6.330558344434147,0.0,1.0,0,4,-1.896546001359559,0.606462404575594
99,0.6931471805599453,5.724499716244923,0.0,1.0,0,0,-1.280492220488857,0.6098782817606168
31,1.0986122886681098,6.301354440293117,2.0944794190443763,0.9696969696969697,1,1,0.5018566138214682,-0.6103568337914885
32,2.3978952727983707,8.082877889943946,1.0947060337010446,0.9590643274853801,2,2,2.031110642284487,0.3860873626701477
14,1.6094379124341003,7.515840091091689,1.1950441735816346,0.9777777777777777,2,2,1.2133637035694504,0.2651223933101409
64,1.0986122886681098,6.488718490843878,3.0185469513201624,0.9230769230769231,1,1,0.8120558126724677,-1.3952434689157518
15,2.8903717578961645,8.665252786767127,0.61673461741119,0.9625935162094763,2,2,2.6084109447793273,0.8559544180909214
212,0.6931471805599453,5.8555016292920445,0.0,1.0,0,4,-1.7464479443944443,0.5620242535152
78,1.3862943611198906,7.102836747411359,1.0296194171811583,0.9866666666666667,1,1,0.46581554088599614,0.2689608335086445
25,1.3862943611198906,5.607271574275358,2.9444389791664403,0.7142857142857143,1,1,0.8231987487078616,-2.602158965840361
250,0.6931471805599453,5.2171073111224935,0.0,1.0,0,4,-2.2157533798245317,0.407307683838704
254,0.6931471805599453,5.731819083350057,0.0,1.0,0,4,-1.9985950202291536,0.5092239734710923
72,0.6931471805599453,5.519899699795292,0.0,1.0,0,0,-1.2485414485221673,0.5861106791067426
191,0.6931471805599453,5.661222860237405,0.0,1.0,0,4,-1.7376965818107235,0.5363993334730893
13,1.6094379124341003,7.02152136861392,1.7232916699505942,0.9558823529411765,1,1,1.2073135062914169,-0.26715351840600365
373,0.6931471805599453,5.3320422359496575,0.0,1.0,0,4,-2.73561451232012,0.34960025945703194
24,1.0986122886681098,6.1565551669735745,0.13883644485421578,0.9787234042553191,0,0,-0.32540918315238054,0.5800610485968342
82,0.6931471805599453,4.757547866408974,0.0,1.0,0,0,-1.6443012499233283,0.42466620252364773
10,1.0986122886681098,5.84354441703136,5.736572297479192,0.0,3,3,1.9357429451920865,-8.05947393139644
1,3.2188758248682006,8.297124906618956,0.6201401259486106,0.9570405727923628,2,2,2.7905074229976705,0.7828053804032629
192,0.6931471805599453,5.437209365414655,0.0,1.0,0,4,-1.8449661045308183,0.49023702594588037
267,0.6931471805599453,5.182625892051845,0.0,1.0,0,4,-2.3106758445377737,0.38910098509536867
130,0.6931471805599453,6.825036493805135,0.0,1.0,0,0,-0.9206550153044302,0.8129995068996302
1,1.6094379124341003,6.5934143287736715,1.4558876529190858,0.9819819819819819,1,1,0.9567860318228478,-0.04678287684439238
3,3.295836866004329,9.336350802939128,0.698845201674583,0.9314285714285714,2,2,3.3574643780910445,0.8140290751264504
4,1.791759469228055,5.3986150878634005,3.3250360206965914,0.2,3,3,1.366662466625745,-5.584135793863776
179,0.6931471805599453,4.078892457663179,0.0,1.0,0,4,-2.4066678726402757,0.2228919868638829
12,2.4849066497880004,10.248765901285433,0.2979235665039779,0.9921568627450981,2,2,2.8661058285877368,1.4983830979983939
126,2.302585092994046,7.591816305180825,1.4271163556401456,0.9090909090909091,2,2,1.4246410066772843,-0.24878022342717296
4,1.0986122886681098,5.719491768361381,1.6441234704219905,0.9411764705882353,1,1,0.18044202992173153,-0.5948999321540871
158,1.0986122886681098,6.0332780499213925,2.018072595303544,0.9523809523809523,1,1,-0.24181168303075531,-0.79571353578197
3,4.553876891600541,10.922617504271464,0.16965608668574259,0.9761243753470294,2,2,4.9531397466382705,1.7841780968836685
9,2.70805020110221,9.095133764476559,1.2013720226258786,0.922077922077922,2,2,2.91567531576643,0.36783981372197205
28,0.6931471805599453,5.848805913370403,0.0,1.0,0,0,-0.8930774467324506,0.6819155080692164
71,1.791759469228055,6.171345628362577,2.5617390818312886,0.8333333333333334,1,1,1.0540894463671473,-1.6216798580840894
276,2.1972245773362196,8.954512200638307,0.47160491061270937,0.9615384615384616,2,2,0.8685198891474699,0.7726068204110939
21,2.5649493574615367,7.392056212928697,2.849880396541428,0.5714285714285714,1,1,2.6494540695095785,-2.8593718374652797
71,0.6931471805599453,4.32280727501391,0.0,1.0,0,0,-1.792244948252125,0.3436070929373331
33,2.3978952727983707,8.701416272499749,0.5697202861677491,0.981042654028436,2,2,2.0953792416779575,0.942093879706006
1,3.367295829986474,10.18453768218986,0.4312276570381882,0.9590747330960854,2,2,3.706564099374406,1.3007391599452873
234,0.6931471805599453,4.626833825624118,0.0,1.0,0,4,-2.4116700388897594,0.29795041766262453
1,3.2188758248682006,8.727021284180898,0.7772570011097408,0.9437086092715232,2,2,3.0520838916690547,0.7049348615307862
40,0.6931471805599453,5.501013282593141,0.0,1.0,0,0,-1.1082471670608034,0.6033615152097644
3,1.9459101490553132,7.0025926197429715,2.9636439590024906,0.7368421052631579,1,1,2.054372917177037,-2.1535904202247815
133,0.6931471805599453,4.350277936359301,0.0,0.0,3,3,-1.9968374669328464,-5.050964070752548
44,1.6094379124341003,7.334733968170588,1.8004931491968095,0.9473684210526315,1,1,1.2384048867303896,-0.31565084933665527
373,0.6931471805599453,5.8609571490281995,0.0,1.0,0,4,-2.4933318401871682,0.4570374982772161
60,1.0986122886681098,6.668914163060628,1.1342032337708123,0.9782608695652174,1,1,0.14530925359373478,0.0640436627542579
31,2.0794415416798357,7.306309897899894,1.0728195341063809,0.9652777777777778,2,2,1.3956182643933965,0.2519084569769636
1,3.2188758248682006,9.26359294572178,1.0234677784583792,0.8888888888888888,2,2,3.4016093586066627,0.37322967719953637
12,1.6094379124341003,7.703404894776374,0.9007865453381898,0.9829059829059829,2,2,1.1889248113898137,0.5075935330571265
138,0.6931471805599453,6.218878965272838,0.0,1.0,0,0,-1.2355570136328555,0.6846003604118961
22,2.1972245773362196,6.856419878444977,1.740940220831842,0.9054054054054054,1,1,1.6083261337336865,-0.5443819169779881
20,1.791759469228055,7.068010147426844,1.4968362355197145,0.961038961038961,1,1,1.2613498089951427,-0.08614400769430856
239,0.6931471805599453,3.4531571205928664,0.0,0.0,3,3,-2.9011685913469303,-5.303045421320907
269,0.6931471805599453,5.6515413628105104,0.0,1.0,0,4,-2.1051865186737584,0.483032729366143
94,1.0986122886681098,6.828051680471256,1.3093333199837622,0.9814814814814815,1,1,0.1307242118023705,-0.013268129289167409
90,1.3862943611198906,8.250980330593364,0.7655676475191642,0.9914163090128756,2,2,0.8285033514418999,0.6772751497347466
5,2.1972245773362196,7.6499973391858,1.276126143893961,0.9568345323741008,2,2,1.8588500607039293,0.1809752641958968
78,0.6931471805599453,5.561335263505108,0.0,1.0,0,0,-1.2574881690284543,0.5905735394067956
94,0.6931471805599453,4.174387269895637,0.0,1.0,0,0,-1.9672871392855937,0.2983024699118727
23,1.3862943611198906,6.979424565672496,1.5666760530960187,0.9534883720930233,1,1,0.8853913125714724,-0.21811330962540584
262,0.6931471805599453,4.360547602996758,0.0,1.0,0,4,-2.6639765534499293,0.2254090345111931
274,1.0986122886681098,4.707726774313183,1.791759469228055,0.8333333333333334,0,4,-1.47219474972903,-1.6443913228760934
86,1.6094379124341003,7.4925262902571115,0.9467499393588636,0.9690721649484536,1,2,0.7675124372166193,0.31443037618378333
56,1.791759469228055,7.866572791402729,0.7985076962177716,0.9761904761904762,2,2,1.1753829763945858,0.5502050985971262
11,2.1972245773362196,8.202868673351237,0.34939387815117345,0.9900426742532006,2,2,1.7060839375807872,1.0202357280649563
22,1.9459101490553132,6.870458314237744,1.889022774653262,0.9193548387096774,1,1,1.4566939864690245,-0.573634353035246
16,2.0794415416798357,8.530294986827844,0.88625844477528,0.9704142011834319,2,2,1.950109426657764,0.6492583342385753
108,1.3862943611198906,6.051430128275416,1.9037645276045498,0.9555555555555556,1,1,0.20118115899782774,-0.6526740653162869
85,1.791759469228055,7.778944036943872,0.9965630343139393,0.9776119402985075,2,2,1.0804562789929097,0.4027425192751168
19,0.6931471805599453,5.7303919480814,0.0,1.0,0,0,-0.9054289465157487,0.6637931306281558
333,0.6931471805599453,4.718052343044764,0.0,1.0,0,4,-2.830685806460431,0.2512409274943723
40,1.3862943611198906,5.782347167526864,3.1245651453969594,0.5,1,1,0.9219078706283236,-3.832374226839389
26,0.6931471805599453,5.437687927995845,0.0,1.0,0,0,-1.0720911923941219,0.5997240306861266
10,1.6094379124341003,6.57060281105606,3.41224721784874,0.0,3,3,1.7677299138150997,-6.487348241132769
29,2.5649493574615367,8.21828028862164,0.714920980109506,0.9811320754716981,2,2,2.095860598957456,0.7727395334539762
14,1.6094379124341003,7.424797539358498,1.4378817299103839,0.9647058823529412,1,1,1.2710461704389298,0.03168296094311083
296,0.6931471805599453,7.1379697721602025,0.0,1.0,0,4,-1.5499638142109853,0.7671751102105623
6,0.6931471805599453,6.188715766456242,0.0,1.0,0,0,-0.6349731056260602,0.7654580376021193
33,1.6094379124341003,6.880137391945464,1.602269422955488,0.9642857142857143,1,1,0.9997920316478787,-0.19180749059511057
49,1.6094379124341003,7.462915441057162,1.3567936967231926,0.9651162790697675,1,1,1.0926929553186544,0.06694259435400049
95,1.6094379124341003,7.091792030654675,1.350401438059284,0.9615384615384616,1,1,0.7062450800195803,-0.054116274831377355
9,1.6094379124341003,7.271599462399201,0.6286086594223741,0.975,2,2,0.8953049684508967,0.5418844066846349
22,0.6931471805599453,4.530446639792155,0.0,1.0,0,0,-1.4690574902232771,0.4180741462748821
313,0.6931471805599453,4.7340030578310595,0.0,1.0,0,4,-2.7302881360462172,0.2676604519962512
122,1.6094379124341003,7.432063601299488,1.313172096290928,0.9615384615384616,1,1,0.7213481969096727,0.019423011418976018
46,1.0986122886681098,6.929986327823459,2.1328667083534163,0.975609756097561,1,1,0.7351399561813278,-0.48376451086151256
283,0.6931471805599453,6.035959786994534,0.0,1.0,0,4,-1.9942578016836328,0.55189309180015
19,1.6094379124341003,6.620832917876598,1.0826119473216684,0.9523809523809523,1,1,0.736340789332691,0.011000902803961536
36,1.6094379124341003,7.185530944616075,1.148622709242771,0.9769230769230769,1,1,0.940897632788148,0.2066469975742389
64,1.0986122886681098,6.570714880987815,2.8134107167600364,0.9166666666666666,1,1,0.766905876231817,-1.2905468063422407
